seed_id	vmh_id	western_diet	high_fiber_diet	bottom_up_ecology_media
cpd00438	dad_2	1.00000000000000000000	1.00000000000000000000	0.30976887080519710516
cpd00137	cit	1.00000000000000000000	1.00000000000000000000	0.36368100597882163649
cpd01242	drib	0.17878294999999999604	0.04736842000000000136	1.00000000000000000000
cpd11851	levan1000	0.00001411000000000000	0.00031250000000000001	1.00000000000000000000
cpd00220	ribflv	1.00000000000000000000	1.00000000000000000000	0.37131165232013202404
cpd22386	arabinogal	0.00002191000000000000	0.00048549999999999998	1.00000000000000000000
cpd22387	arabinoxyl	0.00030665000000000000	0.00679348000000000018	1.00000000000000000000
cpd15269	ocdcea	0.68144464999999998511	0.34072233000000001768	0.26676435162568673531
cpd00122	acgam	1.00000000000000000000	1.00000000000000000000	0.20106400281242833850
cpd00063	ca2	1.00000000000000000000	1.00000000000000000000	0.31821683480787682496
cpd00239	h2s	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd11748	lmn30	0.00047019000000000000	0.01041666999999999940	1.00000000000000000000
cpd28101	rhamnogalurI	0.00001449000000000000	0.00032106000000000002	1.00000000000000000000
cpd00232	acnam	1.00000000000000000000	1.00000000000000000000	0.31188396207727342446
cpd00128	ade	1.00000000000000000000	1.00000000000000000000	0.00298556136433505894
cpd00129	pro_L	0.17999999999999999334	0.17999999999999999334	0.33409597713432709343
cpd03396	sel	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00047	for	1.00000000000000000000	1.00000000000000000000	0.26359291176680971214
cpd10516	fe3	1.00000000000000000000	1.00000000000000000000	0.41349348003450170363
cpd10515	fe2	1.00000000000000000000	1.00000000000000000000	0.32718194130486938365
cpd00443	4abz	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd11688	pullulan1200	0.00001175000000000000	0.00026041999999999998	1.00000000000000000000
rhamnogalurII	rhamnogalurII	0.00026698999999999999	0.00591483000000000026	1.00000000000000000000
cpd15311	12dgr180	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00971	na1	1.00000000000000000000	1.00000000000000000000	0.25630653334144687383
cpd01080	ocdca	0.16928260000000000529	0.08464130000000000265	0.27897539061395920656
cpd00136	4hbz	1.00000000000000000000	1.00000000000000000000	0.29435156557591585225
cpd00382	raffin	0.00470193999999999994	0.10416667000000000287	1.00000000000000000000
cpd00039	lys_L	0.14999999999999999445	0.14999999999999999445	0.53433329257624673225
cpd00133	ncam	1.00000000000000000000	1.00000000000000000000	0.30363937587885148073
cpd00132	asn_L	0.22500000000000000555	0.22500000000000000555	0.15562404820591335675
cpd01727	pime	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00035	ala_L	1.00000000000000000000	1.00000000000000000000	0.79945369084124517922
cpd01122	lnlc	0.35910921000000001202	0.17955461000000000338	1.00000000000000000000
cpd00030	mn2	1.00000000000000000000	1.00000000000000000000	0.32757424620388553294
cpd11752	xyluglc	0.00001315000000000000	0.00029124000000000001	1.00000000000000000000
cpd00033	gly	0.45000000000000001110	0.45000000000000001110	0.21093965902147196467
cpd28193	starch1200	0.00001175000000000000	0.00026041999999999998	1.00000000000000000000
cpd00635	cbl1	1.00000000000000000000	1.00000000000000000000	0.35571761439695764873
cpd03725	fe3dcit	1.00000000000000000000	1.00000000000000000000	0.32207643157658805144
cpd00224	arab_L	0.17878294999999999604	0.04736842000000000136	0.29586921732425452980
cpd00307	csn	1.00000000000000000000	1.00000000000000000000	0.26410912417970039412
cpd00305	thm	1.00000000000000000000	1.00000000000000000000	0.36776216881070811215
cpd27835	pect	0.00003339000000000000	0.00073963999999999996	1.00000000000000000000
cpd00557	sheme	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00226	hxan	1.00000000000000000000	1.00000000000000000000	0.31302189947325176345
cpd03846	octa	0.01294271999999999957	0.00647135999999999979	1.00000000000000000000
cpd03847	ttdca	0.06867566999999999422	0.03433784000000000142	0.39460373304024515262
cpd03849	lnlncg	0.01756512000000000004	0.00878256000000000002	1.00000000000000000000
cpd00138	man	0.14898579000000000683	0.03947367999999999710	0.42292152594738569027
cpd27402	lichn	0.00008297999999999999	0.00183824000000000010	1.00000000000000000000
cpd03198	melib	0.07449289000000000605	0.01973683999999999855	0.30058910496077351215
cpd00222	glcn	0.14898579000000000683	0.03947367999999999710	0.31104258286504443687
cpd00396	rmn	0.14898579000000000683	0.03947367999999999710	0.27439193214305068746
cpd00029	ac	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00027	glc_D	0.14898579000000000683	0.03947367999999999710	0.19019898110269176095
cpd00023	glu_L	0.17999999999999999334	0.17999999999999999334	0.29140251851925585980
cpd11606	mqn7	1.00000000000000000000	1.00000000000000000000	0.26698857014328736259
cpd00314	mnl	0.14898579000000000683	0.03947367999999999710	0.16394674402004572045
cpd00149	cobalt2	1.00000000000000000000	1.00000000000000000000	0.25727858899345434907
cpd01017	cgly	1.00000000000000000000	1.00000000000000000000	0.31876821807749988746
cpd00254	mg2	1.00000000000000000000	1.00000000000000000000	0.24393197226021823276
cpd00075	no2	1.00000000000000000000	1.00000000000000000000	0.30925754993163634410
cpd03850	lnlnca	0.01756512000000000004	0.00878256000000000002	1.00000000000000000000
cpd00048	so4	1.00000000000000000000	1.00000000000000000000	0.26165200407658129045
cpd00309	xan	1.00000000000000000000	1.00000000000000000000	0.41225452546186591718
cpd15500	mqn8	1.00000000000000000000	1.00000000000000000000	0.06956959087078923298
cpd15237	hdcea	0.03651697000000000276	0.01825848000000000054	0.25734850011366799949
cpd00794	tre	0.07449289000000000605	0.01973683999999999855	0.16039061215082822676
cpd00016	pydx5p	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00654	dcyt	1.00000000000000000000	1.00000000000000000000	0.90582376166160605280
cpd00249	uri	1.00000000000000000000	1.00000000000000000000	0.56195493676281671469
cpd00656	galmannan	0.00001411000000000000	0.00031250000000000001	1.00000000000000000000
cpd00041	asp_L	0.22500000000000000555	0.22500000000000000555	0.21112476244816233417
cpd00098	chol	1.00000000000000000000	1.00000000000000000000	0.36729037639757855516
cpd00099	cl	1.00000000000000000000	1.00000000000000000000	0.30186200750530922665
cpd00492	acmana	1.00000000000000000000	1.00000000000000000000	0.24229911098167283834
cpd00156	val_L	0.17999999999999999334	0.17999999999999999334	0.18791077412002965552
cpd00154	xyl_D	0.17878294999999999604	0.04736842000000000136	0.22575053393993693707
cpd00092	ura	1.00000000000000000000	1.00000000000000000000	0.32110036279548231919
cpd00158	cellb	0.07449289000000000605	0.01973683999999999855	0.18410594881283109947
cpd00094	2obut	1.00000000000000000000	1.00000000000000000000	0.00428044138839591987
cpd00042	gthrd	1.00000000000000000000	1.00000000000000000000	0.16330655519836026479
cpd29253	kestopt	0.00282117000000000001	0.06250000000000000000	1.00000000000000000000
cpd27519	homogal	0.00012823000000000001	0.00284090999999999988	1.00000000000000000000
cpd00001	h2o	10.00000000000000000000	10.00000000000000000000	10.00000000000000000000
cpd00644	pnto_R	1.00000000000000000000	1.00000000000000000000	0.24608941668445144524
cpd00009	pi	1.00000000000000000000	1.00000000000000000000	0.39394065388134241745
cpd00166	adocbl	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00160	chsterol	0.00495795000000000003	0.00247897999999999999	1.00000000000000000000
cpd00161	thr_L	0.22500000000000000555	0.22500000000000000555	0.19258234919379932371
cpd00276	gam	1.00000000000000000000	1.00000000000000000000	0.13643514224467193086
cpd00084	cys_L	1.00000000000000000000	1.00000000000000000000	0.27352001525746888477
cpd00080	glyc3p	1.00000000000000000000	1.00000000000000000000	0.35861380182613911138
cpd00082	fru	0.14898579000000000683	0.03947367999999999710	0.16294246276914203797
cpd00508	3mop	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00185	arab_D	1.00000000000000000000	1.00000000000000000000	0.19529849697292075983
cpd00186	glu_D	1.00000000000000000000	1.00000000000000000000	0.10723516710884858916
cpd00180	oxa	0.44695737000000002048	0.11842104999999999992	1.00000000000000000000
cpd00182	adn	1.00000000000000000000	1.00000000000000000000	0.39619565351249635965
cpd00188	arachd	0.00332812999999999989	0.00166405999999999997	1.00000000000000000000
cpd15352	2dmmq8	1.00000000000000000000	1.00000000000000000000	0.04295198680290245735
cpd00277	dgsn	1.00000000000000000000	1.00000000000000000000	0.48625621266401258813
cpd00179	malt	0.07449289000000000605	0.01973683999999999855	0.19535245891912161875
cpd11657	strch1	0.25733908999999999256	0.06818182000000000409	1.00000000000000000000
cpd11658	dextran40	0.00017631999999999999	0.00390625000000000000	1.00000000000000000000
cpd05565	inulin	0.00047019000000000000	0.01041666999999999940	1.00000000000000000000
cpd01741	ddca	1.00000000000000000000	1.00000000000000000000	0.34227693887399818218
cpd00263	pydxn	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00265	amylopect900	0.00001567000000000000	0.00034722000000000003	1.00000000000000000000
cpd01400	phe_L	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00076	sucr	0.07449289000000000605	0.01973683999999999855	0.23933072167618302251
cpd11955	glcmannan	0.00003288000000000000	0.00072844000000000001	1.00000000000000000000
cpd00018	amp	1.00000000000000000000	1.00000000000000000000	0.19762347661920839914
cpd00751	fuc_L	0.14898579000000000683	0.03947367999999999710	1.00000000000000000000
cpd00184	thymd	1.00000000000000000000	1.00000000000000000000	0.43430219168692180132
cpd01188	lanost	1.00000000000000000000	1.00000000000000000000	0.27125111607617657938
cpd00419	pydam	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00516	26dap_M	1.00000000000000000000	1.00000000000000000000	0.24305686898457989908
cpd15560	q8	1.00000000000000000000	1.00000000000000000000	0.09301418772036576521
cpd22518	cellul	0.00002821000000000000	0.00062500000000000001	1.00000000000000000000
cpd00393	fol	1.00000000000000000000	1.00000000000000000000	0.37936748366109585007
cpd00108	gal	0.14898579000000000683	0.03947367999999999710	0.19049758891031531860
cpd11640	h2	1.00000000000000000000	1.00000000000000000000	0.19124296305132701401
cpd00104	btn	1.00000000000000000000	1.00000000000000000000	0.25902736597513786876
cpd00105	rib_D	0.17878294999999999604	0.04736842000000000136	0.15225009172928019585
cpd00106	fum	1.00000000000000000000	1.00000000000000000000	0.08501977620070796937
cpd00107	leu_L	0.14999999999999999445	0.14999999999999999445	0.41949352140590134841
cpd00100	glyc	1.79965485999999996736	0.89982742999999998368	0.05615700725151756556
cpd00205	k	1.00000000000000000000	1.00000000000000000000	0.40274618251955696113
cpd00214	hdca	0.39637090000000002599	0.19818545000000001299	0.29247572913776120895
cpd00215	pydx	1.00000000000000000000	1.00000000000000000000	0.26501424841679033229
cpd00216	chor	1.00000000000000000000	1.00000000000000000000	0.04086753654655909951
cpd00067	h	1.00000000000000000000	1.00000000000000000000	0.56694806165261713016
cpd00065	trp_L	0.08181818000000000424	0.08181818000000000424	0.27785414301238520185
cpd00064	orn	1.00000000000000000000	1.00000000000000000000	0.39127028677665515177
cpd00069	tyr_L	1.00000000000000000000	1.00000000000000000000	0.51955564223302008742
cpd00218	nac	1.00000000000000000000	1.00000000000000000000	0.32335372617228275161
cpd12115	arabinan101	0.00016627999999999999	0.00368368999999999988	1.00000000000000000000
cpd01914	metsox_S_L	1.00000000000000000000	1.00000000000000000000	0.31264407973119529016
cpd11574	mobd	1.00000000000000000000	1.00000000000000000000	0.31752140948396784248
cpd22448	bglc	0.00000007000000000000	0.00000156000000000000	1.00000000000000000000
cpd00359	indole	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00264	spmd	1.00000000000000000000	1.00000000000000000000	0.35751144865641376613
cpd00119	his_L	0.14999999999999999445	0.14999999999999999445	0.26528307639518278194
cpd00118	ptrc	1.00000000000000000000	1.00000000000000000000	0.43097568658653617746
cpd00117	ala_D	1.00000000000000000000	1.00000000000000000000	0.26424329703667609470
cpd00116	meoh	10.00000000000000000000	10.00000000000000000000	10.00000000000000000000
cpd11732	xylan	0.00003206000000000000	0.00071022999999999995	1.00000000000000000000
cpd11735	amylose300	0.00004702000000000000	0.00104166999999999997	1.00000000000000000000
cpd00111	gthox	1.00000000000000000000	1.00000000000000000000	0.34823645280862447482
cpd00207	gua	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00355	nmn	1.00000000000000000000	1.00000000000000000000	0.25653376601180372107
cpd00054	ser_L	1.00000000000000000000	1.00000000000000000000	0.51129198936544895115
cpd00055	fald	1.00000000000000000000	1.00000000000000000000	1.00000000000000000000
cpd00053	gln_L	0.17999999999999999334	0.17999999999999999334	0.28750184315441029703
cpd00051	arg_L	0.14999999999999999445	0.14999999999999999445	0.33437872188658812611
cpd00322	ile_L	0.14999999999999999445	0.14999999999999999445	0.28710521509915531979
cpd00209	no3	1.00000000000000000000	1.00000000000000000000	0.26468222657289813826
cpd00208	lcts	0.07449289000000000605	0.01973683999999999855	0.24900346512167964574
