Strain_code	Ochiai_measure
Desulfovibrio_5	0.1349763812
Bartonella_1	0.1315587029
Blautia_4	0.1315587029
Veillonella_7	0.1315587029
Selenomonas_4	0.1315587029
unclassified_Erysipelotrichaceae_2	0.1315587029
unclassified_Erysipelotrichaceae_1	0.1315587029
Lactobacillus_21	0.1315587029
Streptococcus_28	0.1315587029
unclassified_Erysipelotrichaceae_4	0.1315587029
Streptococcus_42	0.1315587029
Faecalibacterium_0	0.1315587029
Campylobacter_14	0.1315587029
Prevotella_37	0.1315587029
Kytococcus_0	0.1315587029
Corynebacterium_15	0.1315587029
Corynebacterium_12	0.1315587029
Ruminiclostridium_0	0.1315587029
Ruminiclostridium_9	0.1315587029
Bifidobacterium_6	0.1315587029
Lactobacillus_49	0.1315587029
Haemophilus_3	0.1283881478
Paraclostridium_0	0.1283881478
Caldanaerobacter_1	0.1283881478
Eubacterium_5	0.1283881478
Dictyoglomus_0	0.1283881478
Dorea_2	0.1283881478
Brachyspira_3	0.1283881478
Brachyspira_0	0.1283881478
Lactobacillus_59	0.1283881478
Campylobacter_18	0.1283881478
unclassified_Melainabacteria_0	0.1254363015
Barnesiella_0	0.1254363015
Peptoanaerobacter_0	0.1254363015
Lactobacillus_33	0.1254363015
Synergistes_0	0.1254363015
Bilophila_0	0.1254363015
Pseudoramibacter_0	0.1254363015
Clostridium_17	0.1254363015
Streptococcus_66	0.1254363015
Abiotrophia_0	0.1254363015
Prevotella_34	0.1254363015
Mitsuokella_0	0.1254363015
Brachyspira_2	0.1254363015
Streptococcus_7	0.1254363015
Sebaldella_0	0.1254363015
Prevotella_5	0.1254363015
Cutibacterium_5	0.1254363015
Lawsonia_0	0.1240347346
Caminibacter_0	0.122679123
Paeniclostridium_0	0.122679123
Streptococcus_17	0.122679123
Corynebacterium_17	0.122679123
Rothia_2	0.122679123
Eubacterium_13	0.122679123
Succinivibrio_0	0.122679123
Caldanaerobacter_0	0.1200961154
Eggerthella_1	0.1200961154
Leuconostoc_3	0.1200961154
Halococcus_0	0.1200961154
Lactobacillus_52	0.1200961154
Campylobacter_1	0.1200961154
Peptostreptococcus_1	0.1200961154
Rothia_4	0.1200961154
Adlercreutzia_0	0.1200961154
Yersinia_12	0.1182624792
Thauera_0	0.1182624792
Cupriavidus_1	0.1182624792
Sphingopyxis_0	0.1182624792
Enterobacter_3	0.1182624792
Bacillus_30	0.1182624792
Yersinia_6	0.1182624792
Dickeya_0	0.1182624792
Arthrobacter_1	0.1182624792
Bacillus_38	0.1182624792
Bacillus_39	0.1182624792
Erwinia_1	0.1182624792
Mobiluncus_1	0.1176696811
Campylobacter_16	0.1176696811
Eggerthia_0	0.1153846154
Leeuwenhoekiella_0	0.1132277034
Dechloromonas_0	0.1132277034
Comamonas_0	0.1132277034
Fusobacterium_5	0.1132277034
Bacillus_17	0.1132277034
Bacillus_10	0.1132277034
Escherichia_41	0.1132277034
Proteus_0	0.1132277034
Proteus_1	0.1132277034
Bacillus_7	0.1132277034
Enhydrobacter_0	0.1132277034
Pectobacterium_0	0.1132277034
Pseudomonas_11	0.1132277034
Lactobacillus_24	0.1132277034
Syntrophothermus_0	0.1132277034
Pseudomonas_1	0.1132277034
Achromobacter_0	0.1132277034
Bacteroides_44	0.1132277034
Bacillus_44	0.1132277034
Bacillus_40	0.1132277034
Photobacterium_0	0.1132277034
Pantoea_0	0.1132277034
Ralstonia_1	0.1132277034
Ralstonia_0	0.1132277034
Ralstonia_6	0.1132277034
Geobacillus_0	0.1132277034
Trabulsiella_0	0.1132277034
Pseudomonas_23	0.1132277034
Pseudomonas_20	0.1132277034
Sphingobium_0	0.1132277034
Vibrio_3	0.1132277034
Vibrio_1	0.1132277034
Acidovorax_1	0.1132277034
Acidovorax_2	0.1132277034
Herbaspirillum_0	0.1132277034
Polaribacter_1	0.1132277034
Bacillus_49	0.1132277034
Bacillus_45	0.1132277034
Bacillus_41	0.1132277034
Bacillus_43	0.1132277034
Bacillus_42	0.1132277034
Dickeya_1	0.1132277034
Escherichia_24	0.1132277034
Escherichia_28	0.1132277034
Bacillus_1	0.1132277034
Bacillus_3	0.1132277034
Bacillus_26	0.1132277034
Bacillus_22	0.1132277034
Bacillus_21	0.1132277034
Bacillus_28	0.1132277034
Escherichia_13	0.1132277034
Lactobacillus_75	0.1132277034
Aeromonas_0	0.1132277034
Aeromonas_3	0.1132277034
Aeromonas_2	0.1132277034
Aeromonas_4	0.1132277034
Corynebacterium_22	0.1132277034
Bacillus_34	0.1132277034
Bacillus_35	0.1132277034
Bacillus_31	0.1132277034
Bacillus_32	0.1132277034
Campylobacter_22	0.1132277034
Xylanimonas_0	0.1132277034
Lactobacillus_13	0.1092535561
Bordetella_4	0.1087856586
Psychrobacter_1	0.1087856586
Pedobacter_0	0.1087856586
Microbacterium_1	0.1087856586
Bacillus_14	0.1087856586
Anaerococcus_1	0.1087856586
Escherichia_2	0.1087856586
Escherichia_4	0.1087856586
Butyrivibrio_0	0.1087856586
Rhodopseudomonas_2	0.1087856586
Ralstonia_2	0.1087856586
Ralstonia_5	0.1087856586
Enterobacter_6	0.1087856586
Vibrio_2	0.1087856586
Salmonella_8	0.1087856586
Acidovorax_0	0.1087856586
Clostridium_21	0.1087856586
Bacillus_37	0.1087856586
Escherichia_50	0.1087856586
Kluyvera_0	0.1087856586
Silanimonas_0	0.1087856586
Parabacteroides_6	0.1087856586
Escherichia_42	0.1087856586
Bacillus_48	0.1087856586
Escherichia_33	0.1087856586
Hafnia_0	0.1087856586
Brevibacterium_3	0.1087856586
Escherichia_22	0.1087856586
Escherichia_27	0.1087856586
Bacillus_6	0.1087856586
Escherichia_14	0.1087856586
Mycobacterium_3	0.1087856586
Sutterella_1	0.1087856586
Bordetella_2	0.1048284837
Comamonas_1	0.1048284837
Lactobacillus_17	0.1048284837
Microbacterium_0	0.1048284837
Novosphingobium_0	0.1048284837
Robiginitalea_0	0.1048284837
Escherichia_0	0.1048284837
Escherichia_6	0.1048284837
Pseudomonas_5	0.1048284837
Rhodopseudomonas_5	0.1048284837
Rhodopseudomonas_4	0.1048284837
Ruminococcus_11	0.1048284837
Acinetobacter_1	0.1048284837
Enterobacter_8	0.1048284837
Bacteroides_60	0.1048284837
Methylobacterium_1	0.1048284837
Vibrio_4	0.1048284837
Aggregatibacter_0	0.1048284837
Fusobacterium_20	0.1048284837
Micromonospora_0	0.1048284837
Escherichia_30	0.1048284837
Escherichia_35	0.1048284837
Leptothrix_0	0.1048284837
Staphylococcus_11	0.1048284837
Klebsiella_1	0.1048284837
Methylibium_0	0.1048284837
Bacillus_5	0.1048284837
Rhodococcus_2	0.1048284837
Rhodococcus_0	0.1048284837
Geodermatophilus_0	0.1048284837
Brachybacterium_0	0.1012739367
Staphylococcus_22	0.1012739367
Staphylococcus_26	0.1012739367
Methyloversatilis_1	0.1012739367
Staphylococcus_54	0.1012739367
Roseiflexus_0	0.1012739367
Staphylococcus_44	0.1012739367
Neisseria_12	0.1012739367
Neisseria_11	0.1012739367
Clostridium_9	0.1012739367
Clostridium_8	0.1012739367
Enterococcus_22	0.1012739367
Acidipropionibacterium_1	0.1012739367
Methylobacterium_0	0.1012739367
Janthinobacterium_0	0.1012739367
Corynebacterium_2	0.1012739367
Jonesia_0	0.1012739367
Nitrobacter_0	0.1012739367
Stenotrophomonas_1	0.1012739367
Stenotrophomonas_3	0.1012739367
Nitrosomonas_1	0.1012739367
Butyricimonas_0	0.1012739367
Curtobacterium_0	0.1012739367
Verminephrobacter_0	0.1012739367
Staphylococcus_36	0.1012739367
Leifsonia_0	0.0980580676
Psychrobacter_0	0.0980580676
Staphylococcus_3	0.0980580676
Staphylococcus_2	0.0980580676
Staphylococcus_7	0.0980580676
Staphylococcus_20	0.0980580676
Staphylococcus_25	0.0980580676
Microbacterium_2	0.0980580676
Bartonella_0	0.0980580676
Staphylococcus_56	0.0980580676
Staphylococcus_51	0.0980580676
Clostridium_44	0.0980580676
Gemmata_0	0.0980580676
Haemophilus_8	0.0980580676
Staphylococcus_43	0.0980580676
Thiobacillus_0	0.0980580676
Nitrosomonas_0	0.0980580676
Synechococcus_1	0.0980580676
Cardiobacterium_0	0.0980580676
Saccharopolyspora_0	0.0980580676
Bacteroides_53	0.0980580676
Anaerotruncus_0	0.0980580676
Corynebacterium_0	0.0980580676
Arcobacter_0	0.0980580676
Clostridium_29	0.0980580676
Clostridium_27	0.0980580676
Kingella_0	0.0980580676
Prevotella_24	0.0980580676
Corynebacterium_11	0.0980580676
Bifidobacterium_3	0.0980580676
Lactobacillus_57	0.0980580676
Coprobacillus_4	0.0980580676
Coprobacillus_1	0.0980580676
Methanobrevibacter_1	0.0980580676
Yersinia_0	0.0980580676
Streptococcus_6	0.0980580676
Staphylococcus_13	0.0980580676
Staphylococcus_12	0.0980580676
Staphylococcus_17	0.0980580676
Nitrosospira_0	0.0980580676
Eubacterium_21	0.0980580676
Rhodococcus_1	0.0980580676
Roseburia_3	0.0980580676
Mycobacterium_4	0.0980580676
Staphylococcus_45	0.0980580676
Gordonia_3	0.0980580676
Algoriphagus_0	0.0980580676
Staphylococcus_34	0.0980580676
Staphylococcus_32	0.0980580676
Staphylococcus_39	0.0980580676
Staphylococcus_9	0.0951302988
Staphylococcus_21	0.0951302988
Fusobacterium_0	0.0951302988
Staphylococcus_55	0.0951302988
Haemophilus_0	0.0951302988
Lachnoclostridium_1	0.0951302988
Brochothrix_0	0.0951302988
Acidaminococcus_0	0.0951302988
Pasteurella_0	0.0951302988
Dietzia_0	0.0951302988
Alicycliphilus_0	0.0951302988
Actinobacillus_5	0.0951302988
Corynebacterium_23	0.0951302988
Clostridium_24	0.0951302988
Streptomyces_0	0.0951302988
Erythrobacter_0	0.0951302988
Eubacterium_35	0.0951302988
Brevibacterium_2	0.0951302988
Anaerostipes_1	0.0951302988
Staphylococcus_14	0.0951302988
Prevotella_2	0.0951302988
Corynebacterium_24	0.0951302988
Alkalilimnicola_0	0.0951302988
Staphylococcus_37	0.0951302988
Staphylococcus_35	0.0951302988
Neisseria_6	0.0924500327
Nitrososphaera_0	0.0924500327
Blautia_7	0.0924500327
Blautia_3	0.0924500327
Alkaliphilus_0	0.0924500327
Veillonella_4	0.0924500327
Veillonella_6	0.0924500327
Escherichia_9	0.0924500327
Roseomonas_0	0.0924500327
Clostridium_40	0.0924500327
Corynebacterium_4	0.0924500327
Kocuria_0	0.0924500327
Streptococcus_48	0.0924500327
Corynebacterium_1	0.0924500327
Ruminococcus_0	0.0924500327
Campylobacter_4	0.0924500327
Ruminiclostridium_13	0.0924500327
Bifidobacterium_7	0.0924500327
Actinomyces_6	0.0924500327
Actinomyces_3	0.0924500327
Streptococcus_2	0.0924500327
Anaerostipes_2	0.0924500327
Desulfovibrio_4	0.0924500327
Cutibacterium_1	0.0924500327
Corynebacterium_20	0.0924500327
Bifidobacterium_45	0.0924500327
Neisseria_3	0.0899842541
Veillonella_5	0.0899842541
Haemophilus_1	0.0899842541
Clostridium_43	0.0899842541
Cloacibacillus_0	0.0899842541
Clostridium_1	0.0899842541
Streptococcus_13	0.0899842541
Streptococcus_12	0.0899842541
Streptococcus_10	0.0899842541
Candidatus_Desulforudis_0	0.0899842541
Pseudobutyrivibrio_0	0.0899842541
Streptococcus_44	0.0899842541
Bifidobacterium_20	0.0899842541
Corynebacterium_7	0.0899842541
Varibaculum_0	0.0899842541
Ruminococcus_8	0.0899842541
Lachnoclostridium_13	0.0899842541
Lautropia_0	0.0899842541
Corynebacterium_19	0.0899842541
Bifidobacterium_12	0.0899842541
Bacteroides_2	0.0899842541
Enterococcus_37	0.0899842541
Desulfovibrio_6	0.0899842541
Eubacterium_23	0.0899842541
Eubacterium_24	0.0899842541
Roseburia_0	0.0899842541
Lactobacillus_4	0.0877058019
Clostridium_42	0.0877058019
Selenomonas_3	0.0877058019
Acidobacterium_0	0.0877058019
Lachnoclostridium_5	0.0877058019
Alistipes_2	0.0877058019
Alistipes_3	0.0877058019
Streptococcus_31	0.0877058019
Anaerobiospirillum_0	0.0877058019
Corynebacterium_21	0.0877058019
Campylobacter_2	0.0877058019
Streptococcus_69	0.0877058019
Ruminiclostridium_5	0.0877058019
Actinomyces_4	0.0877058019
Actinomyces_1	0.0877058019
Lachnoclostridium_12	0.0877058019
Lachnoclostridium_14	0.0877058019
Enterococcus_30	0.0877058019
Candidatus_Stoquefichus_0	0.0877058019
Desulfotomaculum_0	0.0877058019
Prevotella_6	0.0877058019
Trueperella_0	0.0855920985
Dermacoccus_0	0.0855920985
Ruminiclostridium_11	0.0855920985
Eggerthella_0	0.0855920985
Anaerofustis_0	0.083624201
Streptococcus_14	0.083624201
Eubacterium_7	0.083624201
Bifidobacterium_22	0.083624201
Bifidobacterium_27	0.083624201
Bifidobacterium_25	0.083624201
Ruminococcus_7	0.083624201
Bifidobacterium_32	0.083624201
Parasutterella_0	0.083624201
Bifidobacterium_10	0.083624201
Hungatella_2	0.083624201
Bifidobacterium_48	0.083624201
Bifidobacterium_41	0.083624201
Bifidobacterium_43	0.083624201
Bifidobacterium_28	0.081786082
Campylobacter_0	0.081786082
Ruminiclostridium_4	0.081786082
Hungatella_0	0.081786082
Methanomassiliicoccus_0	0.0800640769
Faecalicoccus_0	0.0800640769
Acidaminococcus_2	0.0800640769
Bifidobacterium_29	0.0800640769
Bifidobacterium_36	0.0800640769
Butyricicoccus_1	0.0800640769
Bifidobacterium_17	0.0800640769
Slackia_2	0.0784464541
Actinomyces_8	0.0784464541
Methanosphaera_0	0.0754851356
Bifidobacterium_13	0.0741249317
Methanobrevibacter_0	0.0741249317
Bifidobacterium_33	0.0693375245
Bifidobacterium_18	0.065372045
Cedecea_0	0.0620173673
Pseudomonas_16	0.0620173673
Chania_0	0.0620173673
Plesiomonas_0	0.0620173673
Pseudomonas_0	0.0620173673
Morganella_0	0.0591312396
Yersinia_13	0.0591312396
Pseudomonas_6	0.0591312396
Pseudomonas_25	0.0591312396
Methylobacterium_2	0.0591312396
Bradyrhizobium_3	0.0591312396
Serratia_0	0.0591312396
Raoultella_0	0.0591312396
Actinomyces_13	0.0591312396
Paraburkholderia_0	0.0591312396
Fusobacterium_1	0.0566138517
Paracoccus_0	0.0566138517
Yokenella_0	0.0566138517
Brevundimonas_1	0.0566138517
Acidaminococcus_1	0.0566138517
Atlantibacter_0	0.0566138517
Bacteroides_28	0.0566138517
Prevotella_41	0.0566138517
Laribacter_0	0.0566138517
Brevundimonas_0	0.0566138517
Ruminiclostridium_8	0.0566138517
Yersinia_5	0.0566138517
Yersinia_4	0.0566138517
Yersinia_9	0.0566138517
Polaromonas_0	0.0566138517
Gordonia_1	0.0566138517
Brachybacterium_1	0.0543928293
Bacillus_18	0.0543928293
Methyloversatilis_0	0.0543928293
Aromatoleum_0	0.0543928293
Methylobacterium_3	0.0543928293
Streptococcus_51	0.0543928293
Clostridium_30	0.0543928293
Bacteroides_26	0.0543928293
Exiguobacterium_0	0.0543928293
Bacillus_25	0.0543928293
Azoarcus_0	0.0543928293
Grimontia_0	0.0543928293
Bacillus_19	0.0524142418
Stigmatella_0	0.0524142418
Neisseria_17	0.0524142418
Erysipelatoclostridium_2	0.0524142418
Odoribacter_1	0.0524142418
Alistipes_4	0.0524142418
Ochrobactrum_0	0.0524142418
Acinetobacter_3	0.0524142418
Streptomyces_3	0.0524142418
Akkermansia_0	0.0524142418
Bacillus_9	0.0524142418
Bacillus_0	0.0524142418
Eggerthella_3	0.0524142418
Bacillus_36	0.0524142418
Gordonia_2	0.0524142418
Staphylococcus_38	0.0524142418
Neisseria_0	0.0506369684
Staphylococcus_6	0.0506369684
Staphylococcus_27	0.0506369684
Bacillus_11	0.0506369684
Staphylococcus_49	0.0506369684
Acinetobacter_7	0.0506369684
Acinetobacter_8	0.0506369684
Staphylococcus_1	0.0506369684
Lysinibacillus_0	0.0506369684
Lysinibacillus_1	0.0506369684
Nocardia_0	0.0506369684
Saccharomonospora_0	0.0506369684
Gordonia_0	0.0506369684
Staphylococcus_31	0.0506369684
Staphylococcus_30	0.0506369684
Neisseria_8	0.0490290338
Staphylococcus_5	0.0490290338
Staphylococcus_29	0.0490290338
Staphylococcus_23	0.0490290338
Staphylococcus_57	0.0490290338
Staphylococcus_50	0.0490290338
Nakamurella_0	0.0490290338
Neisseria_10	0.0490290338
Enterococcus_23	0.0490290338
Leptotrichia_0	0.0490290338
Alistipes_1	0.0490290338
Geobacillus_1	0.0490290338
Ureibacillus_0	0.0490290338
Ruminococcus_1	0.0490290338
Campylobacter_15	0.0490290338
Dysgonomonas_0	0.0490290338
Brevibacterium_1	0.0490290338
Staphylococcus_10	0.0490290338
Staphylococcus_15	0.0490290338
Campylobacter_25	0.0490290338
Blastococcus_0	0.0475651494
Streptococcus_25	0.0475651494
Pseudopropionibacterium_0	0.0475651494
Prevotella_19	0.0475651494
Streptococcus_56	0.0475651494
Clostridium_38	0.0475651494
Kandleria_0	0.0475651494
Cetobacterium_0	0.0475651494
Staphylococcus_33	0.0475651494
Campylobacter_21	0.0475651494
Campylobacter_20	0.0475651494
Streptococcus_15	0.0462250164
Moraxella_0	0.0462250164
Helicobacter_13	0.0462250164
Eubacterium_40	0.0462250164
Dictyoglomus_1	0.0462250164
Streptococcus_26	0.0462250164
Enterococcus_13	0.0462250164
Enterococcus_17	0.0462250164
Enterococcus_19	0.0462250164
Lactococcus_3	0.0462250164
Actinomyces_5	0.0462250164
Enterococcus_39	0.0462250164
Enterococcus_34	0.0462250164
Cellulosilyticum_0	0.0462250164
Aerococcus_0	0.0462250164
Streptococcus_11	0.0449921271
Streptococcus_20	0.0449921271
Streptococcus_38	0.0449921271
Olsenella_1	0.0449921271
Clostridium_19	0.0449921271
Ruminococcus_6	0.0449921271
Streptococcus_64	0.0449921271
Enterococcus_18	0.0449921271
Lactobacillus_66	0.0449921271
Lachnospira_0	0.043852901
Erysipelatoclostridium_4	0.043852901
Dorea_1	0.043852901
Campylobacter_17	0.043852901
Coprococcus_0	0.043852901
Collinsella_3	0.0427960493
Clostridium_22	0.0427960493
Brevibacterium_0	0.0427960493
Peptoniphilus_4	0.0427960493
Eggerthella_2	0.0427960493
Bifidobacterium_46	0.0418121005
Bifidobacterium_0	0.040893041
Oribacterium_1	0.039223227
Lactobacillus_11	0
Phascolarctobacterium_0	0
Helicobacter_8	0
Helicobacter_9	0
Helicobacter_0	0
Bacillus_16	0
Bacillus_15	0
Bacillus_12	0
Staphylococcus_46	0
Blautia_8	0
Blautia_9	0
Blautia_6	0
Blautia_5	0
Blautia_2	0
Blautia_1	0
Acetoanaerobium_0	0
Veillonella_0	0
Veillonella_3	0
Veillonella_2	0
Escherichia_1	0
Delftia_0	0
Staphylococcus_0	0
Listeria_0	0
Propionibacterium_0	0
Haemophilus_5	0
Nevskia_0	0
Selenomonas_0	0
Butyrivibrio_1	0
unclassified_Erysipelotrichaceae_3	0
unclassified_Erysipelotrichaceae_0	0
Clostridium_2	0
Afipia_0	0
Lachnoclostridium_2	0
Lachnoclostridium_3	0
Lachnoclostridium_4	0
Lachnoclostridium_7	0
Lachnoclostridium_8	0
Lactobacillus_22	0
Providencia_0	0
Providencia_1	0
Providencia_2	0
Providencia_3	0
Brevibacillus_3	0
Oceanobacillus_0	0
Leuconostoc_2	0
Erysipelatoclostridium_3	0
Erysipelatoclostridium_1	0
Erysipelatoclostridium_0	0
Leminorella_0	0
Bacteroides_46	0
Bacteroides_47	0
Bacteroides_45	0
Bacteroides_42	0
Bacteroides_43	0
Bacteroides_41	0
Brevibacillus_1	0
Edwardsiella_1	0
Edwardsiella_3	0
Bacillus_47	0
Ruminococcus_10	0
Escherichia_17	0
Streptococcus_32	0
Ralstonia_4	0
Bacteroides_58	0
Bacteroides_55	0
Bacteroides_54	0
Bacteroides_57	0
Bacteroides_56	0
Bacteroides_51	0
Bacteroides_50	0
Helicobacter_15	0
Bilophila_1	0
Clostridioides_10	0
Acinetobacter_4	0
Acinetobacter_5	0
Megasphaera_1	0
Alcaligenes_1	0
Enterobacter_1	0
Enterobacter_0	0
Enterobacter_2	0
Enterobacter_5	0
Enterobacter_7	0
Succinatimonas_0	0
Eubacterium_0	0
Prevotella_18	0
Intestinibacter_0	0
Tyzzerella_0	0
Brevibacillus_2	0
Bifidobacterium_23	0
Brevibacillus_0	0
Actinobacillus_2	0
Streptococcus_54	0
Streptococcus_52	0
Clostridium_10	0
Clostridium_13	0
Faecalibacterium_4	0
Faecalibacterium_2	0
Faecalibacterium_3	0
Faecalibacterium_1	0
Citrobacter_7	0
Citrobacter_4	0
Citrobacter_2	0
Citrobacter_3	0
Citrobacter_0	0
Citrobacter_1	0
Dorea_0	0
Paenibacillus_4	0
Paenibacillus_5	0
Paenibacillus_0	0
Paenibacillus_3	0
Ruminococcus_9	0
Ruminococcus_3	0
Ruminococcus_5	0
Ruminococcus_4	0
Bifidobacterium_39	0
Bifidobacterium_38	0
Bifidobacterium_31	0
Bifidobacterium_37	0
Campylobacter_12	0
Micrococcus_0	0
Bacteroides_20	0
Bacteroides_21	0
Campylobacter_3	0
Pseudoflavonifractor_0	0
Coprococcus_3	0
Coprococcus_1	0
Aneurinibacillus_0	0
Prevotella_36	0
Terrisporobacter_0	0
Eubacterium_19	0
Eubacterium_15	0
Ruminiclostridium_10	0
Ruminiclostridium_12	0
Parabacteroides_3	0
Parabacteroides_2	0
Parabacteroides_1	0
Parabacteroides_0	0
Parabacteroides_7	0
Parabacteroides_5	0
Oxalobacter_0	0
Oxalobacter_1	0
Acetomicrobium_1	0
Megamonas_1	0
Clostridium_31	0
Clostridium_36	0
Clostridium_35	0
Butyricicoccus_0	0
Bacteroides_11	0
Bacteroides_10	0
Bacteroides_13	0
Bacteroides_15	0
Clostridium_14	0
Bacteroides_16	0
Bacteroides_19	0
Bacteroides_18	0
Escherichia_43	0
Escherichia_40	0
Listeria_9	0
Listeria_1	0
Listeria_2	0
Listeria_3	0
Listeria_6	0
Corynebacterium_16	0
Salmonella_14	0
Ruminiclostridium_1	0
Bifidobacterium_11	0
Bifidobacterium_16	0
Bifidobacterium_15	0
Bifidobacterium_14	0
Bifidobacterium_19	0
Mitsuokella_1	0
Burkholderia_0	0
Bacillus_46	0
Bifidobacterium_9	0
Bifidobacterium_8	0
Bifidobacterium_2	0
Bifidobacterium_1	0
Bifidobacterium_5	0
Bifidobacterium_4	0
Bacteroides_9	0
Bacteroides_8	0
Bacteroides_1	0
Bacteroides_0	0
Bacteroides_3	0
Bacteroides_5	0
Bacteroides_7	0
Marvinbryantia_1	0
Escherichia_37	0
Lachnoclostridium_11	0
Campylobacter_10	0
Campylobacter_11	0
Bacteroides_25	0
Campylobacter_19	0
Bacteroides_22	0
Bacteroides_23	0
Tatumella_0	0
Coprobacillus_2	0
Coprobacillus_0	0
Yersinia_7	0
Yersinia_1	0
Eubacterium_30	0
Eubacterium_39	0
Clostridioides_0	0
Clostridioides_3	0
Clostridioides_6	0
Desulfovibrio_10	0
Listeria_12	0
Listeria_10	0
Listeria_11	0
Listeria_14	0
Anaerostipes_3	0
Anaerostipes_0	0
Desulfovibrio_0	0
Desulfovibrio_7	0
Escherichia_21	0
Escherichia_25	0
Escherichia_26	0
Staphylococcus_18	0
Subdoligranulum_0	0
Bacteroides_39	0
Bacteroides_38	0
Bacteroides_33	0
Bacteroides_32	0
Bacteroides_31	0
Bacteroides_30	0
Bacteroides_37	0
Bacteroides_35	0
unclassified_Burkholderiales_0	0
Kurthia_0	0
Klebsiella_7	0
Klebsiella_4	0
Klebsiella_3	0
Klebsiella_0	0
Eubacterium_20	0
Eubacterium_26	0
Eubacterium_25	0
Eubacterium_29	0
Eubacterium_14	0
Peptoniphilus_6	0
Peptoniphilus_0	0
Peptoniphilus_1	0
Catenibacterium_0	0
Ethanoligenens_0	0
Bacillus_8	0
Bacillus_4	0
Bacillus_27	0
Bacillus_24	0
Bacillus_23	0
Bacillus_20	0
Bacillus_29	0
unclassified_Clostridiales_0	0
unclassified_Clostridiales_1	0
Gordonibacter_0	0
Escherichia_19	0
Escherichia_12	0
Prevotella_8	0
Cutibacterium_2	0
Roseburia_1	0
Roseburia_2	0
Aeromonas_1	0
Alcaligenes_0	0
Cronobacter_0	0
Mycobacterium_1	0
Bifidobacterium_40	0
Bifidobacterium_42	0
Bifidobacterium_44	0
Bifidobacterium_47	0
Bacteroides_48	0
Lactobacillus_62	0
Campylobacter_24	0
Megamonas_0	0
